[21:39:35][7b70][   NOTICE] rdgc::CGameClient::Run: Developer build - for internal use only! [Build: 2020-11-24 18:52:31] Anno7 UPlayGoldmaster Win64 Release-Static v9.2.972600.3064 LandOfLions
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_04/colony01_d_04.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_08/colony01_d_08.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_15/colony01_d_15.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_06/colony01_d_06.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_10/colony01_d_10.a7m|rd3d.data')
[23:07:44][7b70][   NOTICE] rd3d::CSession::LoadIsland: Starting island loading ('data/sessions/islands/pool/colony01/colony01_d_09/colony01_d_09.a7m|rd3d.data')
[23:07:44][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:45][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:45][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:45][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][5aa4][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: Serializing island file...
[23:07:46][2cc8][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][5aa4][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][7608][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:46][77f0][   NOTICE] rd3d::CSession::ProcessResource: ...Finished island serialization
[23:07:47][7b70][   NOTICE] rd3d::CSession::DoFinalizeLoading: Finalizing session...
[23:07:47][7b70][   NOTICE] rd3d::CSession::DoFinalizeLoading: Session finalization finished
[23:07:50][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/props/terrain_props/rocks/rocks_coast/rock_coast_01.prp' doesn't exist, can't compute file size!
[23:07:50][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/props/terrain_props/rocks/rocks_coast/rock_coast_02.prp' doesn't exist, can't compute file size!
[23:07:50][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/props/terrain_props/rocks/rocks_coast/rock_coast_03.prp' doesn't exist, can't compute file size!
[23:07:56][19a8][   NOTICE] rdgs::CSessionLoaderJob::Execute: Finished creating new session from 
[23:07:56][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/residence/residence_tier04_07/maps/residence_tier04_02_tile_metal.psd' doesn't exist, can't compute file size!
[23:07:57][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/special/harbor_system/harbor_system_01/maps/harbor_system_stair_diff.psd' doesn't exist, can't compute file size!
[23:07:58][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/residence/residence_tier04_07/maps/residence_tier04_02_tile_diff.psd' doesn't exist, can't compute file size!
[23:07:58][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/residence/residence_tier04_07/maps/residence_tier04_02_tile_normal.psd' doesn't exist, can't compute file size!
[23:07:58][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'data/graphics/buildings/special/harbor_system/harbor_system_01/maps/harbor_system_stair_norm.psd' doesn't exist, can't compute file size!
[23:08:00][7b70][   NOTICE] rdgs::CSessionLoaderJob::PublishSession: Finished loading 180025
[23:18:22][7b70][   NOTICE] rd3d::CBinkMovie::Wakeup: Waking up movie 'data\ui\video\ui_alpha\main_banner\mainbanner_city_shipyard_a.bk2'
[23:18:34][7b70][   NOTICE] rd3d::CBinkMovie::Suspend: Suspending movie 'data\ui\video\ui_alpha\main_banner\mainbanner_city_shipyard_a.bk2'
[23:27:41][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[23:30:42][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[23:32:23][3490][    ERROR] rdsdk::CResourceHandler::OnIdle: File 'get file name from source!!!' doesn't exist, can't compute file size!
[23:32:29][7b70][   NOTICE] rd3d::CLowPolyData::Add: Unexpected material index 4 in 'data/graphics/buildings/residence/residence_colony01_tier02_estate02/rdm/residence_colony01_tier02_estate02_lod4.rdm'. Owner's material list has only 4 elements!
[23:34:38][7b70][   NOTICE] rdgs::CGUIManager::SetIsEnabled: GUI is now disabled
[23:34:38][7b70][   NOTICE] rdgs::CGUIManager::SetIsEnabled: GUI is now enabled
[23:34:39][73dc][    ERROR] halo::CImageInfos::GetInfo: Could not load image C:/Users/john lee/Documents/Anno 1800/photography/screenshot_2024-11-09-23-34-38.jpg. Please check the file!
[23:40:39][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[23:40:53][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[23:41:46][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[23:42:11][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[23:42:44][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[23:43:37][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[23:43:45][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
[23:45:51][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2560x1080
[23:46:00][7b70][   NOTICE] rd3d::CDevice3D::Reset: BackBuffer size 2544x1041
